"","YearC","Decade","FlagName","FleetCode","GearGrp","SchoolType","Trimester","QuadID","Lat5","Lon5","yLat5ctoid","xLon5ctoid","Catch"
"8875",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,15,30,17.5,-32.5,47.80938
"8876",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,15,35,17.5,-37.5,28.80565
"8877",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,15,22.5,-17.5,116.22279
"8878",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,20,22.5,-22.5,71.21397
"8879",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,25,22.5,-27.5,16.70328
"8880",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,30,22.5,-32.5,10.90214
"8881",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,10,27.5,-12.5,43.90861
"8882",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,15,27.5,-17.5,18.40361
"8883",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,20,27.5,-22.5,0.80016
"8884",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,5,32.5,-7.5,25.10492
"8885",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,10,32.5,-12.5,9.30182
"8886",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,20,32.5,-22.5,6.40125
"8887",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,30,32.5,-32.5,20.60404
"8888",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,35,32.5,-37.5,91.21789
"8889",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,40,32.5,-42.5,17.90351
"8890",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,5,37.5,-7.5,38.10747
"8891",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,10,37.5,-12.5,79.91567
"8892",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,15,37.5,-17.5,80.61581
"8893",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,20,37.5,-22.5,19.9039
"8894",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,30,37.5,-32.5,28.60561
"8895",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,35,37.5,-37.5,139.52737
"8896",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,40,37.5,-42.5,5.30104
"8897",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,5,42.5,-7.5,10.30202
"8898",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,10,42.5,-12.5,149.52933
"8899",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,15,42.5,-17.5,110.6217
"8900",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,20,42.5,-22.5,25.80506
"8901",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,30,42.5,-32.5,5.90116
"8902",1998,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,35,42.5,-37.5,10.00196
"8903",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,5,15,7.5,-17.5,0.59982
"8904",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,5,20,7.5,-22.5,1.79946
"8905",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,5,30,7.5,-32.5,3.19904
"8906",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,20,12.5,-22.5,23.39297
"8907",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,25,12.5,-27.5,6.49805
"8908",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,35,12.5,-37.5,6.29811
"8909",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,15,17.5,-17.5,5.69829
"8910",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,20,17.5,-22.5,16.79495
"8911",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,25,17.5,-27.5,42.48723
"8912",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,30,17.5,-32.5,7.29781
"8913",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,20,15,22.5,-17.5,16.99489
"8914",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,20,20,22.5,-22.5,0.59982
"8915",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,20,25,22.5,-27.5,15.19543
"8916",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,25,10,27.5,-12.5,20.99369
"8917",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,25,15,27.5,-17.5,35.78924
"8918",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,25,20,27.5,-22.5,0.39988
"8919",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,5,32.5,-7.5,4.69859
"8920",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,10,32.5,-12.5,11.99639
"8921",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,20,32.5,-22.5,12.79615
"8922",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,25,32.5,-27.5,8.19754
"8923",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,30,32.5,-32.5,7.09787
"8924",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,35,32.5,-37.5,8.69739
"8925",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,40,32.5,-42.5,21.09366
"8926",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,45,32.5,-47.5,33.38996
"8927",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,50,32.5,-52.5,2.09937
"8928",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,5,37.5,-7.5,11.79645
"8929",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,10,37.5,-12.5,36.28909
"8930",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,15,37.5,-17.5,132.36022
"8931",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,20,37.5,-22.5,14.09576
"8932",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,30,37.5,-32.5,6.09817
"8933",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,35,37.5,-37.5,18.2945
"8934",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,40,37.5,-42.5,24.49264
"8935",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,45,37.5,-47.5,23.89282
"8936",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,50,37.5,-52.5,1.79946
"8937",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,5,42.5,-7.5,0.19994
"8938",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,10,42.5,-12.5,0.49985
"8939",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,15,42.5,-17.5,64.8805
"8940",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,25,42.5,-27.5,3.49895
"8941",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,30,42.5,-32.5,11.09666
"8942",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,5,20,7.5,-22.5,3.9988
"8943",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,10,20,12.5,-22.5,0.59982
"8944",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,10,25,12.5,-27.5,5.39838
"8945",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,15,15,17.5,-17.5,4.9985
"8946",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,15,20,17.5,-22.5,13.89582
"8947",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,15,25,17.5,-27.5,4.69859
"8948",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,20,20,22.5,-22.5,7.49775
"8949",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,25,10,27.5,-12.5,7.29781
"8950",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,25,15,27.5,-17.5,15.99519
"8951",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,5,32.5,-7.5,0.49985
"8952",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,10,32.5,-12.5,0.29991
"8953",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,20,32.5,-22.5,1.79946
"8954",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,30,32.5,-32.5,3.79886
"8955",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,35,32.5,-37.5,1.79946
"8956",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,40,32.5,-42.5,10.39687
"8957",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,45,32.5,-47.5,18.89432
"8958",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,5,37.5,-7.5,4.39868
"8959",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,15,37.5,-17.5,54.48363
"8960",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,20,37.5,-22.5,18.79435
"8961",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,30,37.5,-32.5,1.09967
"8962",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,35,37.5,-37.5,53.78384
"8963",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,40,37.5,-42.5,87.57368
"8964",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,45,37.5,-47.5,154.35361
"8965",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,50,37.5,-52.5,18.2945
"8966",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,5,42.5,-7.5,0.19994
"8967",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,15,42.5,-17.5,24.79255
"8968",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,20,42.5,-22.5,23.69288
"8969",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,25,42.5,-27.5,10.59681
"8970",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,30,42.5,-32.5,7.79766
"8971",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,35,42.5,-37.5,43.18702
"8972",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,40,42.5,-42.5,132.46019
"8973",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,40,45,42.5,-47.5,76.77693
"8974",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,45,25,47.5,-27.5,1.59952
"8975",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,45,35,47.5,-37.5,23.59291
"8976",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,45,40,47.5,-42.5,4.09877
"8977",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,5,25,7.5,-27.5,5.89823
"8978",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,5,30,7.5,-32.5,1.29961
"8979",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,10,20,12.5,-22.5,3.09907
"8980",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,10,25,12.5,-27.5,3.79886
"8981",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,10,30,12.5,-32.5,15.19543
"8982",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,10,35,12.5,-37.5,16.59501
"8983",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,15,15,17.5,-17.5,2.19934
"8984",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,15,20,17.5,-22.5,0.69979
"8985",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,15,25,17.5,-27.5,2.49925
"8986",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,15,30,17.5,-32.5,1.49955
"8987",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,15,35,17.5,-37.5,6.29811
"8988",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,20,15,22.5,-17.5,16.2951
"8989",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,20,20,22.5,-22.5,7.39778
"8990",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,20,25,22.5,-27.5,5.9982
"8991",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,25,10,27.5,-12.5,31.19063
"8992",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,25,15,27.5,-17.5,5.09847
"8993",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,25,25,27.5,-27.5,6.29811
"8994",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,30,5,32.5,-7.5,1.29961
"8995",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,30,10,32.5,-12.5,1.59952
"8996",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,30,20,32.5,-22.5,5.89823
"8997",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,30,30,32.5,-32.5,0.49985
"8998",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,30,35,32.5,-37.5,1.69949
"8999",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,30,45,32.5,-47.5,9.59712
"9000",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,35,5,37.5,-7.5,13.89582
"9001",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,35,10,37.5,-12.5,8.9973
"9002",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,35,15,37.5,-17.5,14.49564
"9003",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,35,20,37.5,-22.5,11.79645
"9004",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,35,35,37.5,-37.5,25.49234
"9005",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,5,42.5,-7.5,1.59952
"9006",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,10,42.5,-12.5,11.49654
"9007",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,15,42.5,-17.5,91.87239
"9008",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,20,42.5,-22.5,8.39748
"9009",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,25,42.5,-27.5,16.59501
"9010",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,30,42.5,-32.5,12.69618
"9011",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,35,42.5,-37.5,45.98618
"9012",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,40,42.5,-42.5,253.82372
"9013",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,45,42.5,-47.5,47.68567
"9014",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,40,50,42.5,-52.5,6.29811
"9015",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,45,5,47.5,-7.5,1.39958
"9016",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,45,10,47.5,-12.5,1.79946
"9017",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,45,15,47.5,-17.5,5.89823
"9018",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,45,20,47.5,-22.5,2.9991
"9019",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,45,25,47.5,-27.5,6.39808
"9020",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,45,30,47.5,-32.5,6.59802
"9021",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",3,4,45,40,47.5,-42.5,119.96395
"9022",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,5,25,7.5,-27.5,3.29901
"9023",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,10,25,12.5,-27.5,12.69618
"9024",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,10,30,12.5,-32.5,28.2915
"9025",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,10,35,12.5,-37.5,17.09486
"9026",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,10,40,12.5,-42.5,17.59471
"9027",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,10,45,12.5,-47.5,3.29901
"9028",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,15,15,17.5,-17.5,67.97957
"9029",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,15,20,17.5,-22.5,95.27137
"9030",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,15,25,17.5,-27.5,112.66614
"9031",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,15,30,17.5,-32.5,82.1753
"9032",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,15,22.5,-17.5,42.48723
"9033",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,20,22.5,-22.5,109.16719
"9034",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,25,22.5,-27.5,69.27918
"9035",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,30,22.5,-32.5,19.59411
"9036",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,20,40,22.5,-42.5,10.09697
"9037",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,10,27.5,-12.5,24.09276
"9038",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,15,27.5,-17.5,28.69138
"9039",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,20,27.5,-22.5,60.68176
"9040",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,25,27.5,-27.5,7.89763
"9041",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,25,35,27.5,-37.5,3.69889
"9042",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,5,32.5,-7.5,5.29841
"9043",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,10,32.5,-12.5,31.2906
"9044",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,20,32.5,-22.5,6.29811
"9045",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,25,32.5,-27.5,3.9988
"9046",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,30,32.5,-32.5,8.89733
"9047",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,30,35,32.5,-37.5,20.09396
"9048",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,5,37.5,-7.5,20.79375
"9049",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,10,37.5,-12.5,106.26806
"9050",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,15,37.5,-17.5,84.67455
"9051",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,30,37.5,-32.5,33.78984
"9052",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,35,37.5,-37.5,123.36293
"9053",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,35,40,37.5,-42.5,9.997
"9054",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,10,42.5,-12.5,78.47642
"9055",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,15,42.5,-17.5,84.57458
"9056",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,20,42.5,-22.5,19.2942
"9057",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,30,42.5,-32.5,3.89883
"9058",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,35,42.5,-37.5,57.5827
"9059",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,40,40,42.5,-42.5,94.1717
"9060",1999,1990,"EU.España","EU.ESP-ES-SWO","LL","None",4,4,45,20,47.5,-22.5,9.19724
"9061",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,5,15,7.5,-17.5,23.11298
"9062",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,5,20,7.5,-22.5,0.366
"9063",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,5,25,7.5,-27.5,31.27698
"9064",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,5,40,7.5,-42.5,2.616
"9065",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,20,12.5,-22.5,1.719
"9066",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,30,12.5,-32.5,29.10498
"9067",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,35,12.5,-37.5,17.39999
"9068",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,40,12.5,-42.5,21.01899
"9069",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,10,45,12.5,-47.5,1.104
"9070",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,15,17.5,-17.5,9.16099
"9071",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,20,17.5,-22.5,23.39498
"9072",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,25,17.5,-27.5,61.14196
"9073",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,30,17.5,-32.5,35.35598
"9074",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,15,35,17.5,-37.5,16.12599
"9075",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,20,20,22.5,-22.5,22.58398
"9076",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,20,25,22.5,-27.5,9.76199
"9077",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,20,30,22.5,-32.5,17.28599
"9078",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,25,15,27.5,-17.5,20.95299
"9079",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,25,20,27.5,-22.5,8.80499
"9080",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,10,32.5,-12.5,4.157
"9081",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,25,32.5,-27.5,30.19698
"9082",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,30,32.5,-32.5,4.509
"9083",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,35,32.5,-37.5,7.705
"9084",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,40,32.5,-42.5,58.04796
"9085",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,30,45,32.5,-47.5,8.24199
"9086",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,5,37.5,-7.5,1.913
"9087",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,10,37.5,-12.5,29.81998
"9088",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,15,37.5,-17.5,122.56392
"9089",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,30,37.5,-32.5,6.26
"9090",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,35,37.5,-37.5,22.42798
"9091",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,40,37.5,-42.5,67.28496
"9092",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,45,37.5,-47.5,85.05794
"9093",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,50,37.5,-52.5,23.26198
"9094",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,35,55,37.5,-57.5,13.49899
"9095",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,10,42.5,-12.5,3.191
"9096",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,15,42.5,-17.5,92.46794
"9097",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,20,42.5,-22.5,43.59197
"9098",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",1,4,40,40,42.5,-42.5,6.81
"9099",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,5,20,7.5,-22.5,55.66196
"9100",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,5,25,7.5,-27.5,0.788
"9101",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,5,40,7.5,-42.5,9.57699
"9102",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,10,20,12.5,-22.5,14.83499
"9103",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,10,25,12.5,-27.5,11.28499
"9104",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,10,35,12.5,-37.5,50.76297
"9105",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,10,40,12.5,-42.5,36.45598
"9106",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,10,45,12.5,-47.5,9.11499
"9107",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,15,15,17.5,-17.5,3.806
"9108",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,15,20,17.5,-22.5,3.895
"9109",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,15,45,17.5,-47.5,15.43299
"9110",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,20,15,22.5,-17.5,2.857
"9111",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,20,20,22.5,-22.5,21.58899
"9112",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,25,15,27.5,-17.5,14.81299
"9113",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,25,32.5,-27.5,5.642
"9114",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,30,45,32.5,-47.5,5.445
"9115",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,5,37.5,-7.5,1.073
"9116",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,15,37.5,-17.5,10.94799
"9117",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,20,37.5,-22.5,1.788
"9118",2000,2000,"EU.España","EU.ESP-ES-SWO","LL","None",2,4,35,35,37.5,-37.5,2.087
